date,FLOW,FLOW_lag1,FLOW_lag2,FLOW_lag3,TN,TN_lag1,TN_lag2,TN_lag3,TP,TP_lag1,TP_lag2,TP_lag3,PCP,WS,SH,SLR,wt,DO,pH,chl,Green,Red,Blue_Green,Red_NIR
2008-09-17,21.4,22.2,23.7,22.4,0.0058952059536171685,0.005787037037037037,0.006202140959524925,0.00568369708994709,0.00011952665282104534,0.00017673923923923923,0.0002441787779340522,0.0,0.0,1.2,8.0,18.07,26.0,9.9,7.9,220.2,0.0548631075063613,0.0496283460559796,0.749746004104298,0.678675503792462
2008-09-23,31.4,33.0,44.3,144.0,0.15739266336400093,0.022972783389450056,0.07655087367276983,0.4139338991769547,0.019867598490209953,0.005646745230078564,0.01977781958030265,0.12056327160493827,4.5,1.1,1.5,9.89,24.0,7.4,7.7,54.7,0.057743152173913,0.0573530072463767,0.82575008877631,0.611118346582651
2008-09-30,20.6,22.5,24.4,27.9,0.004393653362099964,0.00463477366255144,0.005787037037037037,0.011325169255276782,0.00012135922330097087,0.0002397119341563786,0.0005881906496660595,0.0019165671047391478,0.0,1.1,0.7,10.53,17.0,8.5,8.2,66.2,0.057743152173913,0.0573530072463767,0.82575008877631,0.611118346582651
2008-10-07,15.5,16.2,16.8,17.1,0.004622162485065711,0.004701074531321445,0.004719190917107582,0.004616092700888022,7.220728793309438e-06,1.0073731138545953e-05,1.4260912698412696e-05,2.0102339181286547e-05,0.0,1.0,6.8,14.71,17.0,9.5,8.0,71.2,0.188521014631043,0.165563622773536,0.988127334724603,0.809303765930065
2008-10-14,13.0,13.6,13.7,14.1,0.004211182336182336,0.0040083741830065365,0.004097391186807245,0.004120698712897294,0.0,0.0,0.0,0.0,0.0,1.0,9.2,15.51,17.0,9.7,7.4,45.2,0.0439386100508905,0.0430705756997455,0.865450360796402,0.780751801570749
2008-11-19,3.78,4.03,4.24,4.3,0.04194836370762297,0.07668183071408877,0.06332983927323549,0.07455857019810508,0.0032150205761316874,0.006088594798272217,0.005486766247379453,0.006433031869078381,0.0,1.7,8.7,11.66,7.0,11.8,7.7,6.0,0.0520182138157894,0.0522032236842105,0.911275979011578,1.12032213214135
2008-11-26,7.35,11.0,26.6,8.17,0.574766943814563,1.210016835016835,2.045043163464216,1.1446575094065914,0.12739355001259764,0.2809343434343434,0.5612990810359231,0.31874745002039984,0.0,0.7,1.8,6.19,10.0,13.3,7.0,12.1,0.0277251908396946,0.025929713740458,1.50121517570464,1.09088599404904
2008-12-02,6.18,8.03,10.9,17.4,0.13858923648567661,0.21332041879987085,0.4045616717635066,0.7449978714346531,0.0073602121539014746,0.01700797933674646,0.042898402990146106,0.09711579395487442,0.0,1.0,6.3,7.94,8.0,11.5,7.4,9.2,0.0277251908396946,0.025929713740458,1.50121517570464,1.09088599404904
2008-12-09,4.35,4.61,4.84,5.69,0.11254789272030652,0.15289828874427572,0.22813360881542702,0.19873234394324024,0.004257130693912304,0.008059170884550493,0.015256734006734007,0.014442166243572217,0.0,0.9,6.1,7.49,6.0,12.1,8.0,9.0,0.114209472010178,0.106378339694656,1.0786291199337,1.08191828558061
2009-03-10,9.93,11.7,52.8,8.95,0.4032859647159748,0.7805080721747388,1.8785949775533108,0.3129526174218912,0.08543601506844205,0.20378284267173155,0.5852798821548821,0.013449203393337472,0.0,1.8,8.9,17.54,11.0,12.6,7.9,39.7,0.0696211074918567,0.068817157980456,0.874911646836591,1.09882172570156
2009-03-17,13.7,17.4,23.4,38.5,0.24837793998377938,0.3059812686249468,0.43823203545425765,0.8627946127946128,0.005550486618004866,0.016230310770540657,0.051440329218107,0.18458393458393457,0.0,1.7,8.5,17.17,10.0,11.3,7.6,56.4,0.0696211074918567,0.068817157980456,0.874911646836591,1.09882172570156
2009-03-24,16.9,21.6,48.0,33.1,0.31640368178829714,0.46992884087791487,1.2273341049382713,1.3672093543694752,0.015683212798597412,0.05626286008230452,0.30623070987654316,0.35666330983551525,0.0,2.0,7.7,16.66,11.0,9.7,7.5,87.4,0.0792489599236641,0.0830372423664122,0.894273921570278,0.943171740941583
2009-03-31,13.1,12.4,17.0,10.9,0.6820752049759683,0.7672491039426522,0.9531590413943354,0.2134301732925586,0.10160446706248231,0.14280913978494622,0.26620370370370366,0.005033129459734964,3.0,1.7,3.4,13.81,12.0,11.2,8.4,179.4,0.0859110191082802,0.0847124044585987,0.879957001157943,0.876112756737895
2009-04-07,6.96,7.43,8.07,9.7,0.07749308216262239,0.11558496585414486,0.20796043875349945,0.43790568919434897,0.006219401873137505,0.016044813319375906,0.04288287668089402,0.11216113020236732,0.0,1.3,11.1,21.4,15.0,13.6,8.4,160.0,0.0934830089058524,0.100918470101781,1.04568443929594,0.843168826278819
2009-04-21,19.3,79.0,7.97,9.22,0.5529169065438495,3.252461322081575,0.21347413913285931,0.45944805977343933,0.10374688159662251,1.0885489920300047,0.0448731353687439,0.11850245038965213,0.3,3.4,0.3,4.84,15.0,8.4,7.3,79.3,0.061823546437659,0.0607147646310432,0.845400562852685,0.970468669944666
2009-04-28,9.62,11.7,14.7,21.0,0.1515939015939016,0.20180436847103514,0.31966490299823636,0.6558641975308641,0.0037898475398475398,0.010782684393795506,0.0327538422776518,0.10747354497354497,0.0,1.6,10.2,24.58,16.0,14.2,8.4,159.9,0.072673975826972,0.0701548568702289,0.873665801693982,0.782994971740377
2009-05-26,22.4,35.0,31.5,40.5,0.4092261904761905,0.968915343915344,0.3347295708406819,0.4286694101508916,0.05735367063492064,0.24933862433862433,0.012529394473838917,0.03829446730681298,0.0,1.2,9.8,22.51,23.0,5.8,7.4,23.8,0.0819460591603053,0.0788505947837149,0.817892535455625,0.717722228357148
2009-06-02,15.1,17.3,17.7,81.9,0.17552734854059357,0.33584885463498176,0.7258317639673572,3.3634061411839187,0.022764900662251654,0.06890922714622136,0.18505440468717305,1.1347962736851624,0.0,2.5,5.8,17.99,22.0,8.6,7.9,77.5,0.0661515426208651,0.0658041539440203,0.830512753948036,0.659657626733939
2009-06-16,14.5,16.1,18.1,21.5,0.059546615581098326,0.06383712905452035,0.07097912829957029,0.08936261843238587,0.00035680076628352486,0.0007907752472969863,0.0022188970738694497,0.006998277347114556,0.0,1.4,10.6,25.1,16.6,6.3,7.3,231.1,0.077134149269311,0.0710351200417536,0.814978792455911,0.597027054672513
2009-06-23,16.9,18.0,19.3,69.7,0.20271751040981809,0.21090534979423867,0.26386490117060063,1.7934002869440457,0.03266765285996055,0.03999485596707819,0.07616100556515064,0.6393139911791273,0.0,1.7,11.3,27.16,26.0,8.9,7.9,156.1,0.0654425954198473,0.0653168161577608,0.823657755203677,0.543984249850196
2009-06-30,40.5,145.0,12.7,17.1,0.3143575674439872,2.7777777777777777,0.16039661708953049,0.41490686593025766,0.09116369455875628,0.8939974457215837,0.04137503645377661,0.11167966211825858,0.0,2.0,0.0,4.44,26.0,8.6,7.4,53.3,0.0654425954198473,0.0653168161577608,0.823657755203677,0.543984249850196
2009-07-07,78.2,18.8,20.7,62.1,1.360175712797196,0.07941784869976358,0.18898729647521917,1.0809924255979004,0.48397982381358334,0.018653959810874702,0.058149937376990514,0.38766624917993675,22.5,1.5,0.0,6.91,26.0,8.0,8.0,96.1,0.0780771310432569,0.0634167620865139,0.654601917608366,0.417491105749687
2009-07-29,43.6,52.3,120.0,69.0,0.05017201834862385,0.13521528220380993,0.7378472222222222,0.35896403650026837,0.010857330954808017,0.039834289356277884,0.27295524691358025,0.10567632850241546,0.0,1.6,8.9,19.04,25.0,11.7,7.8,58.9,0.0874557856234096,0.0754242907124681,0.848317669508921,0.5028288370803
2009-08-11,392.0,40.6,45.7,88.7,0.9152966742252455,0.022093367998540413,0.049639354890996024,0.39145684579731926,0.33068783068783064,0.002907772304324028,0.010535699813599156,0.1032141216752265,37.5,2.0,0.0,3.85,28.0,7.5,8.3,136.4,0.097947665394402,0.104456873409669,0.64534101074314,0.917137520152094
2009-08-18,49.5,52.9,62.1,77.4,0.06266367377478488,0.010348841279843169,0.01215184588775571,0.0203368743420423,0.00823045267489712,0.00036100609115731984,0.0010604908451124233,0.0037084888506077134,0.0,1.3,4.6,13.85,28.0,8.6,8.3,94.6,0.0901724077608142,0.0940856297709923,0.648517616167366,1.00837817995466
2009-08-25,38.8,42.5,47.0,55.0,0.009515798014509354,0.009940087145969497,0.0128053585500394,0.0242003367003367,0.00019598367697594503,0.00047113289760348576,0.0014652285263987391,0.005155723905723906,0.0,1.6,6.4,17.27,26.0,7.6,8.0,141.6,0.0901724077608142,0.0940856297709923,0.648517616167366,1.00837817995466
2009-09-02,42.3,95.8,46.4,62.2,0.10616408370545487,0.5340021650042527,0.015864463601532566,0.11015838990115516,0.030645302512914807,0.18363875357612308,0.00180595466155811,0.016337680123853754,0.0,1.8,10.7,23.03,25.0,8.7,7.7,75.7,0.0797469688295165,0.0716176399491094,0.836105179212851,0.526575047585278
2009-10-06,18.7,19.8,21.2,23.1,0.0060965042582689635,0.008359053497942385,0.021018955276030746,0.07665945165945165,0.00031937017231134876,0.0007365319865319864,0.002713356044723969,0.01122334455667789,0.0,1.3,9.7,15.42,19.0,9.9,7.7,101.2,0.0553507251908396,0.0504915521628498,0.755119835317248,0.759700842852985
2009-10-13,96.8,18.0,30.2,16.4,0.3670703244566881,0.1273148148148148,0.36408511160166784,0.06739780939476062,0.08704468931741659,0.03452932098765432,0.09849460387539857,0.007480803974706413,19.0,1.3,6.3,8.43,18.0,9.8,8.0,116.1,0.0766664090330788,0.069656498091603,0.940552871114658,0.69858406978468
2009-10-20,25.7,39.6,31.4,78.6,0.12024427150886295,0.575780957725402,0.09620488322717621,1.3341108283856375,0.022517653840611038,0.11311026936026934,0.018614354800660534,0.26063754594288946,0.0,1.4,9.7,11.39,14.0,9.7,7.6,28.2,0.0766664090330788,0.069656498091603,0.940552871114658,0.69858406978468
2009-10-26,17.1,32.4,15.7,17.1,0.41829109811565945,1.45033150434385,0.009215027129039868,0.010626489062161574,0.10626489062161575,0.3715134887974394,0.00023516749233309743,0.0004947747455057395,0.0,1.0,7.9,7.59,16.0,8.8,7.5,35.5,0.0933455089058524,0.084992996183206,0.944273050716271,0.84572619780489
2009-11-17,14.6,15.6,17.4,18.6,0.020294266869609334,0.023890075973409305,0.0311967858663261,0.050652130625248905,0.00013318112633181126,0.00032125474833808164,0.0009645061728395062,0.003478444842692154,0.0,1.9,8.3,3.95,6.0,10.7,7.8,4.5,0.0620089440203562,0.0608103148854961,0.909830953449661,1.0441944235027
2009-12-22,14.5,13.1,13.8,14.2,0.6393678160919539,0.03790288379983036,0.07783145464304883,0.026571465832029212,0.1293103448275862,0.0015461549335595134,0.0049902710681696185,2.412623891497131e-05,0.0,0.8,3.0,4.96,3.0,13.8,7.3,4.0,0.115164583333333,0.114570138888888,0.961044032737266,1.04974783109531
2009-12-30,28.5,11.0,11.0,11.1,1.5229044834307992,0.011679292929292928,0.015046296296296295,0.025233566900233564,0.4182910981156595,0.0002882996632996633,0.0007838804713804713,0.0024295128461795127,0.4,2.4,1.6,3.1,3.0,12.7,6.9,4.1,0.115164583333333,0.114570138888888,0.961044032737266,1.04974783109531
2010-01-12,9.48,9.85,10.4,11.0,0.020144749179559305,0.028905809362662155,0.05019141737891738,0.10942760942760942,0.0009742733239568682,0.0029023312652754277,0.00878071581196581,0.027356902356902354,0.0,1.6,6.8,5.03,1.0,13.7,7.7,5.3,0.100213804190751,0.0925039089595375,1.08812334755023,1.1972048822417
2010-01-26,7.82,16.0,6.99,7.83,1.324654257838401,2.7488425925925926,0.26161712499337675,0.6237879002885388,0.42033721701240884,0.8897569444444444,0.06954379271975838,0.169989593680526,0.0,1.2,9.1,12.36,2.0,13.0,7.6,5.9,0.0733024522900763,0.0798536450381679,0.905477065953709,1.01452705220332
2010-02-02,9.52,12.9,11.7,9.14,0.25287892934951756,0.5616566178581681,0.6044238683127572,0.9003464624361778,0.06759648303765951,0.1803402239448751,0.17608420386198165,0.22413688305373203,0.0,2.1,7.4,12.12,4.0,12.6,7.1,10.9,0.0546788295165394,0.0614140553435114,1.02535838944481,1.01107649681766
2010-02-10,37.9,85.1,7.29,5.71,1.5391380826737027,2.556904730817774,1.5654371792917747,0.02594538496464941,0.39394605687481676,0.7153893023458241,0.3349972057105116,0.0006790393721216838,5.0,1.7,0.0,1.05,5.0,11.6,7.1,19.2,0.0546788295165394,0.0614140553435114,1.02535838944481,1.01107649681766
